text,category
"Subject: re : valero ' s february gas nominations
thank you very much .
daren j farmer
01 / 31 / 2001 05 : 35 pm
to : aimee lannou / hou / ect @ ect
cc :
subject : re : valero ' s february gas nominations
i forgot to get with you this morning on this . i went ahead and changed the
volume to 24 , 000 .
d
aimee lannou 01 / 31 / 2001 10 : 13 am
to : daren j farmer / hou / ect @ ect
cc :
subject : re : valero ' s february gas nominations
thanks .
also , rohm & haas , meter 1506 , is looking for 24 . 000 for feb . instead of
27 . 000 . they take the swing . would you like me to change the deal or keep
it as is ?
daren j farmer
01 / 31 / 2001 08 : 13 am
to : aimee lannou / hou / ect @ ect
cc :
subject : re : valero ' s february gas nominations
you can change the tickets . thanks .
d
aimee lannou 01 / 31 / 2001 08 : 05 am
to : daren j farmer / hou / ect @ ect
cc :
subject : valero ' s february gas nominations
daren - i am looking for 5 . 000 / d at meter 1394 and 10 . 000 / d at meter 8018 for
feb . currently it is 10 . 000 / d at 1394 and 5 . 000 / d at 8018 . can i change
the tickets or will you ? attached is the confirmation spreadsheet from
valero .
thanks .
aimee
- - - - - - - - - - - - - - - - - - - - - - forwarded by aimee lannou / hou / ect on 01 / 31 / 2001 07 : 54
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
on 01 / 30 / 2001 02 : 51 : 39 pm
to : alannou @ enron . com , carlos . j . rodriguez @ enron . com
cc :
subject : valero ' s february gas nominations
amy and carlos ,
please find attached valero ' s baseload natural gas nominations and
designated swing supply quantities for february 1 - 31 for the houston and
texas city refineries as well as valero ' s supply to the clearlake methanol
plant .
if you need to reach me please call me .
dave
phone : ( 210 ) 370 - 2799
cell phone at ( 210 ) 241 - 9180
pager ( 888 ) 691 - 5538
( see attached file : hpl _ nomso 201 . xls )
- hpl _ nomso 201 . xls",safe
"Subject: play on ocean treasure casino , get $ 300 bonus !
grand opening - ocean treasure online casino .
enjoy real casino action on your desktop with these
exciting promotional offers :
get $ 300 bonus on your first deposit !
enter this code in the casino software ' s cashier : x 3 daw
get $ 10 free , no deposit needed ! enter this code : frlee
allow us to show you our quality operation , fast payouts ,
generous bonuses , and super friendly around - the - clock
customer support .
go here : http : / / otcasino . biz
best regards ,
steven hughes
no thanks : http : / / otcasino . biz / u /
",scam
"Subject: re : cleburne pc #
- - - - - - - - - - - - - - - - - - - - - - forwarded by david baumbach / hou / ect on 09 / 26 / 2000
02 : 01 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
carla nguyen 09 / 26 / 2000 01 : 40 pm
to : melissa k ratnala / hou / ect @ ect , jim pond / corp / enron @ enron , jim
little / hou / ect @ ect , david baumbach / hou / ect @ ect , eric francis
calub / hou / ect @ ect , troy klussmann / hou / ect @ ect
cc :
subject : re : cleburne pc #
ena - im cleburne 12782 .
- - - - - - - - - - - - - - - - - - - - - - forwarded by carla nguyen / hou / ect on 09 / 26 / 2000 01 : 38
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
sap master data @ enron on 09 / 26 / 2000 11 : 14 : 16 am
sent by : nina fortune @ enron
to : carla nguyen / hou / ect @ ect
cc :
subject : re : profit center request form
carla ,
profit center 12782 has been created .
thank you ,
nina
rt # 227229
from : scott becken 09 / 25 / 2000 07 : 30 pm
to : sap master data @ enron
cc :
subject : profit center request form
please process this request for carla . the remedy ticket number is 226611 .
thanks .
- - - - - - - - - - - - - - - - - - - - - - forwarded by scott becken / corp / enron on 09 / 25 / 2000
07 : 28 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
carla nguyen @ ect 09 / 25 / 2000 06 : 29 pm
to : sap coe / corp / enron @ enron
cc : melissa k ratnala / hou / ect @ ect , jim pond / corp / enron @ enron , david
baumbach / hou / ect @ ect
subject : profit center request form
please set up this new profic center . if you have questions , please give me
a call . thks !
- - - - - - - - - - - - - - - - - - - - - - forwarded by carla nguyen / hou / ect on 09 / 25 / 2000 06 : 26
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : robert hunter @ enron 09 / 25 / 2000 12 : 35 pm
to : carla nguyen / hou / ect @ ect
cc :
subject : profit center request form",safe
"Subject: nom 5 / 1 ( revised ) - eastrans
my understanding is that we have been cut for the lst on hpl ' s transportation
to 8 , 000 mmbtu / d .
therefore , we are reducing our nom for 5 / 1 and following to 40 , 800 mmbtu / d .
the redeliveries are as follows :
7 , 800 from fuels cotton valley
8 , 000 into pg & e
25 , 000 to hpl ' s cartwheel agreement at carthage
for defs ' info , we will have 3 , 720 mmbtu / d available
at the tailgate of carthage for sale .",safe
"Subject: eastrans nomination effective 07 / 01 / 2000
please nominate 32 , 800 mmbtu / d into eastrans effective 7 / 1 / 00 .
redeliveries will be made as follows :
25 , 000 mmbtu / d into pg & e
7 , 800 mmbtu / d from fuels cotton valley
sent on behalf of bruce mcmills .",safe
"Subject: re : your account # ln 869
hi ,
i sent you an email last week and just wanted to confirm everything .
please review the info below and let me know if you have any questions .
i ' m happy to inform you that we are accepting you mo rtgage application .
if you have bad cr . edit , it is ok . we are ready to give you a $ 200 , 000
loa n for $ 350 / month payment . appr oval process will take 1 minute .
just visit the link below and fill out the short form .
thank you
http : / / www . buttonbasket . com / mn / num 20
best regards ,
ceo : kimberly wheeler lst mor tga ge group
",scam
"Subject: pathing question
daren ,
i have hpl resources meter 988055 wasn ' t sure if i should path this for april 3 rd ' s deal change .
and i have mobil oil meter 981040 that i pathed on the first for 30 , 000 that change to 50 , 000 for the 3 rd .
i didn ' t path them since they are industrials and aimee ' s notes told me to path industrials -
except for a few exceptions .
thanks , julie
x 58639",safe
"Subject: volume increase - hpl meter 68 - 6296 ( s . g . marshall ) and hpl meter
98 - 6067 ( martinez , mb )
daren ,
fyi .
bob
- - - - - - - - - - - - - - - - - - - - - - forwarded by robert cotten / hou / ect on 06 / 13 / 2000 04 : 32
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
suzanne _ saldivar @ eogresources . com on 06 / 13 / 2000 10 : 47 : 00 am
to : rcotten @ enron . com
cc : charlotte _ hawkins @ enron . com , crodrig @ enron . com
subject : volume increase - hpl meter 68 - 6296 ( s . g . marshall ) and hpl meter
98 - 6067 ( martinez , mb )
production from the sg marshall leases has increased due to workovers of
some of the wells . effective june 14 , 2000 , please increase the june 1
estimate from 2 , 300 mmbtu / d to 8 , 000 mmbtu / d @ hpl meter 68 - 6296 delivery
to hpl thompsonville ( pg 7 e meter 834134 ) .
production from the m . martinez leases has increased due to a new well
behind meter 98 - 6067 . the estimates from this meter has increased from
4 , 600 mmbtu / d to 8 , 200 mmbtu / d .
please call me at ( 713 ) 651 - 6858 with any questions . thanks ! ! !",safe
"Subject: the national association for honesty in medicine stemcaoiwz
your body ' s many cries for water
by : dr . f . batmanghelidj
the title of this multi - national book says it all . your body ' s many cries for
water [ found at many bookstores and at amazon . com ] , is a view that
exposes the scheming tactics of governments and the pharmaceutical industry to
keep human beings in the sick - care system . these tactics perpetuate one
disease - state , or bodily condition , after another in an effort to fund these
mega - industries .
don ' t be sucked in . discover for yourself how a natural substance can make a
phenomenal difference in your health and well - being .
read your body ' s many cries for water isbn # 0 - 9629942 - 3 - 5 , written by dr .
f . batmanghelidj .
sincerely yours ,
the national association for honesty in medicine
the preceding
advertisement was sent you by virtue of your participation in the
special product offerings of our e - mail networking services or our
partners . to unsubscribe from receiving further emails from our e - mail
networking services special product offerings please
click here .
",scam
"Subject: bammel children ' s christmas program pictures
thanks ,
ram tackett , ( mailto : rtackett @ abacustech . net )
owner , abacus technologies
17611 loring lane , spring , tx 77388 - 5746
voice : ( 281 ) 651 - 7106
fax : 1 + ( 281 ) 528 - 8636 ( note 1 + w / in houston )
web : http : / / www . abacustech . net",safe
"Subject: overseas pharmacy qc
do you want a inexpensive perscriptions ? http : / / www . qety . com /
",scam
"Subject: re : tuesday , december 26 th
i ' ll be here on tuesday .
mary poorman
12 / 20 / 2000 08 : 34 am
to : michael olsen / na / enron @ enron , tom acton / corp / enron @ enron , clem
cernosek / hou / ect @ ect , robert cotten / hou / ect @ ect , jackie young / hou / ect @ ect ,
sabrae zajac / hou / ect @ ect , carlos j rodriguez / hou / ect @ ect , mark
mccoy / corp / enron @ enron , aimee lannou / hou / ect @ ect , mary
poorman / na / enron @ enron , eddie janzen / na / enron @ enron
cc : daren j farmer / hou / ect @ ect , lauri a allen / hou / ect @ ect
subject : tuesday , december 26 th
we will need a small staff to handle potential trades for wed . the 27 th .
most of the pipelines are out of the office , so i would expect the work load
to be minimal . i plan on coming in , and would like to have a minimum of
three on staff , so i need two volunteers ( one offsystem , just in case ) . if
anyone is going to be in town , please forward a number , in case we need to
call any additional people in , or have you work on a laptop from home . i
will get with you after the new year to make up the holiday you miss , or , you
can schedule your day now , i have the calendars . also , i will be out on
vacation friday , dec . 22 nd and will need someone to send the nominations to
the plants , i don ' t expect to have full system coverage , just hpl / hpl and
hpl / ena as needed . let me know if you are interested in learning how to do
this .
thank you ,
mary",safe
"Subject: re : tetco / hpl ( enerfin ) meter # 986892
step # 1 has been completed .
sherlyn , verify step # 2 tomorrow and call me when completed .
jackie , verify the nom on oct 4 & 5 . it appears there is still a volume for
meter 6892 until oct 6 .
if there are any questions or issues , contact me at 37649 . i am the contact
person while clem is out ( through friday ) .
hc
- - - - - - - - - - - - - - - - - - - - - - forwarded by howard b camp / hou / ect on 10 / 04 / 2000 01 : 01
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
romeo d ' souza
10 / 04 / 2000 12 : 40 pm
to : clem cernosek / hou / ect @ ect
cc : michael eiben / hou / ect @ ect , howard b camp / hou / ect @ ect
subject : re : tetco / hpl ( enerfin ) meter # 986892
clem ,
i have completed setting the confirm = 0 for 986892 and reallocated
all the days . they are all zero now , however 10 / 4 / 2000 and 10 / 5 / 2000
still have a non - zero bav , these should get set to 0 by 10 / 6 . since
allocation will not allocate these days till 10 / 6 gas date .
r . d
clem cernosek
10 / 03 / 2000 05 : 19 pm
to : donna consemiu / hou / ect @ ect , romeo d ' souza / hou / ect @ ect , sherlyn
schumack / hou / ect @ ect , jackie young / hou / ect @ ect
cc : michael eiben / hou / ect @ ect , rita wynne / hou / ect @ ect , pat
clynes / corp / enron @ enron , daren j farmer / hou / ect @ ect , gary a
hanks / hou / ect @ ect , victor lamadrid / hou / ect @ ect , howard b camp / hou / ect @ ect
subject : tetco / hpl ( enerfin ) meter # 986892
step i .
romeo : please do step 1 today , 10 / 4 / 00 .
1 . please change the confirmed noms to zero for all contracts that have be
nominated for period 1 / 1 / 00 thru 10 / 31 / 00 for the above meter .
2 . change the allocation method to "" not allocatable "" effective 1 / 1 / 99 .
3 . please reallocate the meter for period 1 / 1 / 99 thru 10 / 31 / 00 .
4 . call me after the above tasks have been completed .
step ii .
sherlyn : please check the following tommorrow , 10 / 5 / 00 .
1 verify with settlements that the zero bav adjustment were received for
all contract activities at meter 986892 for period 1 / 1 / 99 thru 9 / 30 / 00 .
2 . after verification is complete , please call me .
step iii .
donna : i will call you tomorrow , 10 / 5 / 00 to inform when you can make the
following changes :
1 . change the meter # and drn # at facility # 501026 . this facility should
be trade and nom "" yes "" .
2 . change the meter # and drn # at facility # 515136 . this facility should
be trade and nom "" no "" .
3 . after completion , please call me as well as romeo ( x - 34544 ) .
step iv .
romeo : upon receiving a call from donna :
1 . please make the appropriate changes or corrections in pops system for the
facility changes made by global facilities dept . my understanding is that
these changes can not be done automatically .
2 . upon completion , please call me .
step v .
jackie :
1 . tomorrow , 10 / 05 / 00 , after i am informed that romeo has made his changes ,
i will let you know and you may begin scheduling meter # 0980439 which is the
meter replacing # 0986892 .
2 . after completion , please let me know .
* * * * * * * *
gary :
this could create some problems for gas control , because all confirmed
volumes will be zeroed including october , 2000 activities at meter 986892
today ( 10 / 4 / 00 ) . this should correct itself within 24 thru 48 hours at
meter # 980439 .
daren :
this could also create some issues for you , but remember , these issues should
clear within 24 to 48 hours .
victor :
this is just for your information , since this should not create and changes
for you .
if anyone has any questions , please feel free to call me at x - 3665 o .
thanks , clem",safe
"Subject: hpl nom for january 24 , 2001
( see attached file : hplnol 24 . xls )
- hplnol 24 . xls",safe
"Subject: buy cialis , phentermine , viagra levitra , valium , xanax , more with no prescription ! us doctors and pharmacies ! overnight shipping ! dc flack demolition advert academy crosshatch nuptial downpour anchor ambling dade umbra aeneas verdant aviary coffey crispin anise deregulatory levee
super viagra - cialis is here
dubbed "" the weekend pill ""
* longer life
up to 36 hours
compared to 4 hours
for viagra
* acts faster
from as little as 15 minutes
compared to 60 minutes for viagra
* best sex ever
solid erection and only whenever you need it .
with cialis you are in control
"" cialis works in 15 minutes and lasts for 36 hours giving you
strong healthy erections whenever you want or need them ! ""
securely and discreetly online .
avoid the embarrassment of waiting in doctor ' s office
attention limited time special bulk discount
shop here for cialis
remove
lubricious oaf empire aforesaid barnstorm key powdery vestry aldermen convect miraculous bursty convoy gesticulate yellowish match doctor famine declaration fredholm antic hence pod arcana progeny babcock populism lipscomb controlled grown cutout poland harpy gaucherie oratorical bakery sunlit committal airplane aspirin couch purdue danny ferret alert
",scam
"Subject: online pharmaxz
want a inexpensive pain killers ?
http : / / ojfj . bfear . com
",scam
"Subject: april - - - flexible katy gas
fyi - - -
here is what i show so far for april baseload / term katy flexible purchase gas :
oasis meter # 6780 :
aquila 10 . 000
duke 20 . 000
richardson 1 . 312
conoco 15 . 000
total 46 . 312 flexible
lonestar meter # 67 :
duke 47 . 850 ( 50 . 000 - 2 . 150 inflexible )
mitchell 20 . 000
crosstex ( 6 . 200 ) ( baseload sale )
total 61 . 650 flexible
thanks ,
mark
x 33396",safe
"Subject: new unify transaction / volume count reports
- - - - - - - - - - - - - - - - - - - - - - forwarded by donna greif / hou / ect on 05 / 09 / 2000 04 : 49
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : dave nommensen 05 / 09 / 2000 12 : 13 pm
to : donna greif / hou / ect @ ect
cc :
subject : new unify transaction / volume count reports
fyi
- - - - - - - - - - - - - - - - - - - - - - forwarded by dave nommensen / hou / ect on 05 / 09 / 2000
12 : 12 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : dave nommensen 05 / 09 / 2000 08 : 24 am
to : lisa b cousino / hou / ect @ ect , diane h cook / hou / ect @ ect , shari
mao / hou / ect @ ect
cc : benedicta tung / hou / ect @ ect
subject : new unify transaction / volume count reports
these 2 new reports are now available in
start / programs / trading / unify ( gas - reporting ) . this password should be the
same as your unify ( gas ) password .
go to path manager / report / general report selection / path manager .
the two new reports are monthly transaction counts and monthly volume counts .
enjoy , d . n .",safe
"Subject: enron / hpl actuals for november 17 - 19 , 2000
november 17 , 20000
teco tap 30 . 000 / enron ; 33 . 750 / hpl gas daily
november 18 , 2000
teco tap 30 . 000 / enron ; 120 . 000 / hpl gas daily
november 19 , 2000
teco tap 23 . 125 / enron",safe
"Subject: fw : payment
jo hillier - smith
owner care manager
sunsail worldwide sailing ltd
tel : + 44 ( 0 ) 2392 222215
email : joh @ sunsail . com
this e - mail and any attachment is intended for the named addressee ( s )
only , or a person authorised to receive it on their behalf . the content should be treated as confidential and the recipient may not disclose this message or any attachment to anyone else without authorisation . unauthorised use , copying or disclosure may be unlawful . if this transmission is received in error please notify the sender immediately and delete this message from your e - mail system . any view expressed by the sender of this message or any attachment may be personal and may not represent the view held by the company .
sunsail limited ( company number 1239190 ) or sunsail worldwide sailing
limited ( company number 1658245 ) both with registered offices at the port house , port solent , portsmouth , safepshire , po 6 4 th , england
- - - - - original message - - - - -
from : jo hillier - smith
sent : thursday , april 05 , 2001 3 : 43 pm
to : ' dfarmer 2 @ ei . enron . com '
subject : payment
good afternoon mr farmer
as i am sure you are aware we are in the procees of changing our banks , and the new bank "" citibank "" was not able to process our charter fees for the lst april , i , therefore have a cheque to send to you to cover this april payment . please could you let me know the best address i can send this to , you may want me to send it straight to you or to your bank .
i look forward to hearing from you .
with regards
jo
jo hillier - smith
owner care manager
sunsail worldwide sailing ltd
tel : + 44 ( 0 ) 2392 222215
email : joh @ sunsail . com
this e - mail and any attachment is intended for the named addressee ( s )
only , or a person authorised to receive it on their behalf . the content should be treated as confidential and the recipient may not disclose this message or any attachment to anyone else without authorisation . unauthorised use , copying or disclosure may be unlawful . if this transmission is received in error please notify the sender immediately and delete this message from your e - mail system . any view expressed by the sender of this message or any attachment may be personal and may not represent the view held by the company .
sunsail limited ( company number 1239190 ) or sunsail worldwide sailing
limited ( company number 1658245 ) both with registered offices at the port house , port solent , portsmouth , safepshire , po 6 4 th , england",safe
"Subject: hunter ' s birthday party pictures
if the above link doesn ' t work , try going to http : / / www . abacustech . net / pic
- ram .",safe
"Subject: upgrade your os to xp pro for $ 50
we have the best deal . see below .
hookup # 1 :
adobe - photoshop 7 , premiere 7 , illustrator 10 = only $ 120
hookup # 2 :
windows xp professional + microsoft office xp professional = only $ 80
hookup # 3 :
adobe photoshop cs + adobe illustrator cs + adobe indesign cs
hookup # 4 :
macromedia dreamwaver mx 2004 + flash mx 2004 = only $ 100
also :
windows xp professional with sp 2 full version
office xp professionaloffice 2003 professional ( 1 cd edition )
office 2000 premium edition ( 2 cd )
office 97 sr 2
office xp professional
office 2000
office 97
ms plus
ms sql server 2000 enterprise edition
ms visual studio . net architect edition
ms encarta encyclopedia delux 2004
ms project 2003 professional
ms money 2004
ms streets and trips 2004
ms works 7
ms picture it premium 9
ms exchange 2003 enterprise server
adobe photoshop
windows 2003 server
windows 2000 workstation
windows 2000 server
windows 2000 advanced server
windows 2000 datacenter
windows nt 4 . 0
windows millenium
windows 98 second edition
windows 95
corel draw graphics suite 12
corel draw graphics suite 11
corel photo painter 8
corel word perfect office 2002
adobe pagemaker
adobe illustrator
adobe acrobat 6 professional
adobe premiere
macromedia dreamwaver mx 2004
macromedia flash mx 2004
macromedia fireworks mx 2004
macromedia freehand mx 11
norton system works 2003
borland delphi 7 enterprise edition
quark xpress 6 passport multilanguage
hit this blue text now to enter !
no more
do you know what i mean when i say this ? let ' s be friends your right . h 6 osy lzmb 6 tzq 210 av 25 tlb 6277 g 9524 87 n 3 o oru",scam
"Subject: expect to see a reduction in spending for quality taablets ? you can at our chemist - site .
view the or . derstatus and experience truly convenient and expeditious
services .
we supply higheffective alleviations on painfulness , afflictions ,
dysfunctions from erectileorgans , muscular relaxation , discomforts , over - wt .
and sleepingdisor . der .
unveil wonderful offerings on these wonderful alleviations .
we carry swift and proficient handling and carriage works .
we operate in this innovative business model . our medispace provides works
as a middle man between medical suppliers and individual customers .
customers can pur . chase at these outstanding prices .
for the bestddeals on tablets , check our pharrn - site .
http : / / 3 h 3 . sir . findourmaxim . com / ali /
cried louisa more eagerly , and taking her sister aside , seemed to be there
to spend the evening chiefly in listening to the busy arrangements
as he opens the book , here is a rose from the grave of homer . this story
is from the sand - dunes or sand - hills of jutland , but it of elizabeth and mrs
clay for the morrow ' s party , the frequent enumeration arguing the matter
warmly .
",scam
"Subject: the review is in . . . . . .
hey daren - -
here is my brief review of mike . . . . . let me know if you have any questions .
( see attached file : molsen . doc )
thanks ,
mark
- molsen . doc",safe
"Subject: re : deal extension for 11 / 21 / 2000 for 98 - 439
i extended the deal 462490 for 11 / 21 to cover the extra volume . there is a
path in unify already so volume mgt . should be able actualize volumes .
jackie young
12 / 19 / 2000 09 : 30 am
to : victor lamadrid / hou / ect @ ect
cc :
subject : re : deal extension for 11 / 21 / 2000 for 98 - 439
typo . . . . . . . . . . . . deal # 462490
enron north america corp .
from : victor lamadrid 12 / 19 / 2000 09 : 24 am
to : jackie young / hou / ect @ ect
cc : meredith mitchell / hou / ect @ ect , daren j farmer / hou / ect @ ect , sherlyn
schumack / hou / ect @ ect , howard b camp / hou / ect @ ect , clem cernosek / hou / ect @ ect ,
cynthia franklin / corp / enron @ enron
subject : re : deal extension for 11 / 21 / 2000 for 98 - 439
jackie , 465490 is not a deal between ena and hpl . . it is a zone 5 tennessee
sale between ena and a third party . . . thanks
jackie young
12 / 19 / 2000 09 : 02 am
to : victor lamadrid / hou / ect @ ect , meredith mitchell / hou / ect @ ect , daren j
farmer / hou / ect @ ect
cc : clem cernosek / hou / ect @ ect , howard b camp / hou / ect @ ect , sherlyn
schumack / hou / ect @ ect
subject : deal extension for 11 / 21 / 2000 for 98 - 439
victor ,
can you extend deal # 465490 to cover a flow volume of 141 dec . for 11 / 21 / 2000 ?
daren ,
can you extend deal # 465322 for cover a flow volume of 140 dec . for
11 / 21 / 2000 ?
thanks
- jackie -
3 - 9497",safe
"Subject: urgent
ed has requested that we compile a list this morning of all parties / points
which we owe gas to , in the event that we need to find a home for excess
volumes today . please email me a list of any meters / contracts that you are
aware of . i am compiling an interim list based upon the rtu variance report
for march , however , i don ' t want to rely on this list as you may be engaged
in balancing at meters with variances .
thank you ,
mary",safe
"Subject: 11 / 00 co - owner ' s avails .
for anyone else other than carlos who needs it
bev
- - - - - - - - - - - - - - - - - - - - - - forwarded by beverly beaty / hou / ect on 10 / 30 / 2000 03 : 20
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron capital & trade resources corp .
from : "" steve holmes ""
10 / 30 / 2000 02 : 06 pm
to : ,
cc :
subject : 11 / 00 co - owner ' s avails .
please see the attached .
- 1100 co - owners volumes to enron . xls",safe
"Subject: discreet vlagra , no one needs to know .
today ' s special :
v - i - a - g - r - a , retails for $ 15 , we sell for as low as $ 1 . 90 ! ! !
- private online ordering !
- world wide shipping !
- no prescription required ! !
check it out : http : / / medsforyou . info / gv / index . php ? pid = eph 9106
bigmac pearlriver liverpoo kitty
doug basketspitfire metallica bfi shawn flight bach
buffy fun beanie
cannon memorycharity promethe concept
doom 2 carolina mazdal
supra catfishh 2 opolo center dougie
young garycharliel light glenn mookie zhongguo megan
",scam
"Subject: nom
-
- hpl - aug . xls",safe
"Subject: yesterday ' s off - site
just want to pat each of you on the back , and express my appreciation to each
of you for taking time out of your schedules to meet yesterday . the results
of our time exceeded my expectations in that i feel we had quality discussion
and also identified some ideas and solutions to put in place quickly . each
of you contributed concerns and discussion ideas in a very professional and
positive manner . i also realize we have some follow - up to do , and would
like for us to schedule our next time to meet . i don ' t want to establish
these discussions as "" quarterly "" or "" monthly "" meetings at this point - i ' m
not sure what frequency would be appropriate . we can discuss it further as a
team . however , i know we at least one more session and i don ' t want much
time to elapse before we reconvene .
yvette : would look at a time when everyone would be availble in march ,
preferably the week of 3 / 6 , 3 / 13 or 3 / 20 . this may be difficult to schedule
as daren will be working around a new baby , and others are working around
vacation time . i anticipate a similar structure to yesterday ' s , but am very
open to other ' s ideas . please let yvette know if you some other idea .
i also want to express my appreciation to yvette for organizing the
afternoon . she did a great job ! ! !
thanks to each of you ! !",safe
"Subject: fw : waha hubco
fyi
- - - - - original message - - - - -
from : redmond , brian
sent : thursday , september 27 , 2001 12 : 01 pm
to : ' mroper @ sidrichgas . com '
cc : roberts , linda
subject : waha hubco
mitch :
a lot has happened since we last met - but i wanted to get back to you on our waha hubco project . i have attached an initial presentation on the topic and have asked our engineers ( dave owen and tom hodge ) to get in touch with brad to look at the physical interconnection options . we are doing the same with tw and it would be good to understand more about your system and your objectives . i would also like to understand your thoughts on the commercial structure and terms you would ( or would not ) like to work with enron on this .
i suggest a confidentiality agreement would be appropriate as a starting point and if you like i can forward one for your review .
regards ,
brian",safe
"Subject: heads - up - tenaska iv partner ltd . - september 2000
hi guys ,
please do me and bob fisher in the transport settlements group a huge
favor . . . . . . please let us know when the txu / lonestar transport deals for
tenaska iv texas partners have been entered into path manager ( for september
2000 ) .
i am holding the transport invoice from txu / lonestar for september
2000 . . . . waiting to enter the "" actuals "" into our system for payment .
thanks ,
kathy : )",safe
"Subject: j is for jerry
\ \ nahou - psolp",safe
"Subject: fw : [ fwd : two prayer requests ]
please respond to
- - - - - original message - - - - -
from : dennis dossey [ mailto : top @ treatyoakpress . com ]
sent : thursday , march 15 , 2001 12 : 52 am
to : sherry casella ; ram tackett ; karen boundary = "" - - - - = _ nextpart _ 000 _ 0008 _ 01 coad 2 f . a 3 f 34070 ""
x - mailer : microsoft outlook cws , build 9 . 0 . 2416 ( 9 . 0 . 2911 . 0 )
x - mimeole : produced by microsoft mimeole v 5 . 50 . 4133 . 2400
dear christian friends ,
greetings in the name of our lord jesus !
we have two very urgent prayer requests . our dear friend and a brother , david gatewood , the son of late otis gatewood , has been recently diagnosed a pancreas cancer . david and his wife sandy were two of the first people who introduced dragica and me to christ and his church over thirty years ago . in 1969 they came to croatia ( yugoslavia at that time ) , as missionaries , with another couple , bud and beverly pickl . in order to get their resident visas , they enrolled in a croatian language study program . i was their professor at that time , and we became very good and close friends . david and sandy have been connected with the lord ? s work in croatia for all these years . before leaving croatia in 1972 , they adopted a little croatian girl , whom they raised with much love . she is a married woman now , and lives in colorado springs . david and sandy made several trips to croatia during the war , and david taught seminars on post - war traumatic experiences and the value of a family . your prayers will be greatly appreciated by many in croatia who love david dearly .
also , please , put me ( mladen ) on your prayer list . for several months now i ? ve been having some prostate problems . ten days ago my doctor requested a biopsy , and i am anxiously waiting to get the results this coming monday . dragica and i believe god listens and hears prayers of his people .
please , join the church in croatia with your prayers .
yours in his love and mercy ,
malden and dragica jovanovic",safe
"Subject: gino , who do u want to win ?
the secret on how porn stars grew big dicks !
the answer is here .
turn off notifications here .
wv international
exports ltd
st . nathaniel # 4780 belize city ,
belize
",scam
"Subject: air products - plant down for 4 days .
did you want me to confirm down on this meter starting today . ( pops ) .
deal is at 3 , 000 and pathed at 0 .
meter 1418 - thanks - julie",safe
"Subject: union carbide - seadrift
daren
sitara # 415267 @ meter # 1332 - look like they ' ll be taking 10 , 000 / d at best
for the rest of the month - problems with their gas turbine , they are waiting
on ge to fix it which will take several weeks
lee",safe
"Subject: meter # : 6599
deal 138049 is committed reserve long term gas totaling 1 , 350 mm per day
which is a good deal .
however , deal # : 348446 is a duplicate deal which was overstated and
should be zeroed out { bad deal } .
this is vance response to an inquiry made by bob .
daren , do you want me to zero out deal # : 348446 ?",safe
"Subject: pricing needed
citgo refinery - corpus ship channel
nov 01 - 10 , 000 / d
dec 01 - 10 , 000 / d
and a nov - dec 01
need el paso / valero numbers
like to see crosstex numbers from banquette / tejas
sterling chemical - tx city
dec 01 - 7 , 000 / d
el paso / valero
hpl - preferred delivery to balance internal systems
tejas
i spoke with dan burns at el paso yesterday .
he notionally gave me a $ 0 . 04 rate from exxon clear lake
or comparable source . seems a bit high .
hpl quoted us $ 0 . 025 from katy on the marathon refinery
rfp last week but they wanted $ 0 . 25 for swing transport .
gary talked to exxon and tejas about sourcing gas into
crosstex ( was cc transmission ) at banquette . exxon
apparently sells their equity gas at the tailgate of king ranch
because of recent changes or elimination of their tejas
transportation agreement / s .
lets discuss ,
mk",safe
"Subject: re : richardson volumes nov 99 and dec 99 meter 0987283
nick ,
i am not sure what happened to this volume . i cannot tell by the audit
trail , but there is a connection between meter hpl meter 987283 , and midt
989807 . the volume you are referring to is on mid - tex pipeline under meter
989807 . it it pathed as a point to point nom with no deal reference . i do
not think this is correct because the deal you reference show hplc as
purchaser . the volume is in mips under meter 989807 , but the supply deal
is set up on hpl meter 987283 , and the audit trail in sitara shows the deal
was moved from midt to hpl . get with thu when she returns to see if she
knows anything about this .
nick moshou @ enron
12 / 20 / 2000 09 : 07 am
to : sherlyn schumack / hou / ect @ ect
cc :
subject : richardson volumes nov 99 and dec 99 meter 0987283
hi sherlyn ,
could you check to see why the volumes at this meter were zeroed out for the
above months . we paid richardson back then and yesterday i noticed that we
have a recoverable amount for the entire amounts paid for each month . the
sitara deal # s are 127856 for nov and 131729 for dec . let me know if you
additionall info from me .
thanks ,
nick",safe
